NodeName,FLOPs,WeightMemory[MB],OutMemory[MB],NextNodeName,EdgeDataSize[MB]
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul,4915200.0,0,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.0/cv3.0.0.0/act/Mul_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv,1892352000.0,0.149005,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/conv/Conv_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Sigmoid,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Sigmoid,157286400.0,0,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Sigmoid_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul,4915200.0,0,9.8304,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.0/cv3.0.0.1/act/Mul_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv,49152000.0,0.005005,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/conv/Conv_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Sigmoid,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Sigmoid,157286400.0,0,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Sigmoid_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul,4915200.0,0,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.1/cv3.0.1.0/act/Mul_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv,1892352000.0,0.149005,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/conv/Conv_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Sigmoid,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Sigmoid,157286400.0,0,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Sigmoid_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul,4915200.0,0,9.8304,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul_output_0_QuantizeLinear,9.8304
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul_output_0_QuantizeLinear,9830400.0,4.9999999999999996e-06,2.4576,/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul_output_0_DequantizeLinear,2.4576
/model.23/cv3.0/cv3.0.1/cv3.0.1.1/act/Mul_output_0_DequantizeLinear,9830400.0,4.9999999999999996e-06,9.8304,/model.23/cv3.0/cv3.0.2/Conv,9.8304
/model.23/cv3.0/cv3.0.2/Conv,394240000.0,0.031053,2.048,/model.23/cv3.0/cv3.0.2/Conv_output_0_QuantizeLinear,2.048
/model.23/cv3.0/cv3.0.2/Conv_output_0_QuantizeLinear,2048000.0,4.9999999999999996e-06,0.512,/model.23/cv3.0/cv3.0.2/Conv_output_0_DequantizeLinear,0.512
/model.23/cv3.0/cv3.0.2/Conv_output_0_DequantizeLinear,2048000.0,4.9999999999999996e-06,2.048,/model.23/Concat_1,2.048
/model.23/Concat_1,0.0,0,3.6864,/model.23/Reshape_3,3.6864
/model.23/Reshape_3,0.0,2.4e-05,3.6864,/model.23/Concat_4,3.6864
/model.23/Concat_4,0.0,0,4.8384,/model.23/Concat_4_output_0_QuantizeLinear,4.8384
/model.23/Concat_4_output_0_QuantizeLinear,4838400.0,4.9999999999999996e-06,1.2096,/model.23/Concat_4_output_0_DequantizeLinear,1.2096
/model.23/Concat_4_output_0_DequantizeLinear,4838400.0,4.9999999999999996e-06,4.8384,/model.23/Split,4.8384
/model.23/Split,0.0,1.6e-05,4.8384,/model.23/Split_output_0_QuantizeLinear,2.1504,/model.23/Split_output_1_QuantizeLinear,2.688
/model.23/Split_output_0_QuantizeLinear,2150400.0,4.9999999999999996e-06,0.5376,/model.23/Split_output_0_DequantizeLinear,0.5376
/model.23/Split_output_1_QuantizeLinear,2688000.0,4.9999999999999996e-06,0.672,/model.23/Split_output_1_DequantizeLinear,0.672
/model.23/Split_output_1_DequantizeLinear,2688000.0,4.9999999999999996e-06,2.688,/model.23/Sigmoid,2.688
/model.23/Sigmoid,43008000.0,0,2.688,/model.23/Sigmoid_output_0_QuantizeLinear,2.688
/model.23/Sigmoid_output_0_QuantizeLinear,2688000.0,4.9999999999999996e-06,0.672,/model.23/Sigmoid_output_0_DequantizeLinear,0.672
/model.23/Sigmoid_output_0_DequantizeLinear,2688000.0,4.9999999999999996e-06,2.688,/model.23/Concat_6,2.688
/model.23/Concat_6,0.0,0,3.8976,OutputReceiverNode,3.8976
/model.23/Split_output_0_DequantizeLinear,2150400.0,4.9999999999999996e-06,2.1504,/model.23/dfl/Reshape,2.1504
/model.23/dfl/Reshape,0.0,3.2e-05,2.1504,/model.23/dfl/Reshape_output_0_QuantizeLinear,2.1504
/model.23/dfl/Reshape_output_0_QuantizeLinear,2150400.0,4.9999999999999996e-06,0.5376,/model.23/dfl/Reshape_output_0_DequantizeLinear,0.5376
/model.23/dfl/Reshape_output_0_DequantizeLinear,2150400.0,4.9999999999999996e-06,2.1504,/model.23/dfl/Transpose,2.1504
/model.23/dfl/Transpose,0.0,0,2.1504,/model.23/dfl/Transpose_output_0_QuantizeLinear,2.1504
/model.23/dfl/Transpose_output_0_QuantizeLinear,2150400.0,4.9999999999999996e-06,0.5376,/model.23/dfl/Transpose_output_0_DequantizeLinear,0.5376
/model.23/dfl/Transpose_output_0_DequantizeLinear,2150400.0,4.9999999999999996e-06,2.1504,/model.23/dfl/Softmax,2.1504
/model.23/dfl/Softmax,38707200.0,0,2.1504,/model.23/dfl/Softmax_output_0_QuantizeLinear,2.1504
/model.23/dfl/Softmax_output_0_QuantizeLinear,2150400.0,4.9999999999999996e-06,0.5376,/model.23/dfl/Softmax_output_0_DequantizeLinear,0.5376
/model.23/dfl/Softmax_output_0_DequantizeLinear,2150400.0,4.9999999999999996e-06,2.1504,/model.23/dfl/conv/Conv,2.1504
/model.23/dfl/conv/Conv,1075200.0,2.1e-05,0.1344,/model.23/dfl/conv/Conv_output_0_QuantizeLinear,0.1344
/model.23/dfl/conv/Conv_output_0_QuantizeLinear,134400.0,4.9999999999999996e-06,0.0336,/model.23/dfl/conv/Conv_output_0_DequantizeLinear,0.0336
/model.23/dfl/conv/Conv_output_0_DequantizeLinear,134400.0,4.9999999999999996e-06,0.1344,/model.23/dfl/Reshape_1,0.1344
/model.23/dfl/Reshape_1,0.0,2.4e-05,0.1344,/model.23/dfl/Reshape_1_output_0_QuantizeLinear,0.1344
/model.23/dfl/Reshape_1_output_0_QuantizeLinear,134400.0,4.9999999999999996e-06,0.0336,/model.23/dfl/Reshape_1_output_0_DequantizeLinear,0.0336
/model.23/dfl/Reshape_1_output_0_DequantizeLinear,134400.0,4.9999999999999996e-06,0.1344,/model.23/Slice,0.1344,/model.23/Slice_1,0.1344
/model.23/Slice,0.0,2.4e-05,0.0672,/model.23/Sub,0.0672
/model.23/Slice_1,0.0,2.4e-05,0.0672,/model.23/Slice_1_output_0_QuantizeLinear,0.0672
/model.23/Slice_1_output_0_QuantizeLinear,67200.0,4.9999999999999996e-06,0.0168,/model.23/Slice_1_output_0_DequantizeLinear,0.0168
/model.23/Slice_1_output_0_DequantizeLinear,67200.0,4.9999999999999996e-06,0.0672,/model.23/Add_1,0.0672
/model.23/Add_1,33600.0,0.016805,0.0672,/model.23/Add_1_output_0_QuantizeLinear,0.0672
/model.23/Add_1_output_0_QuantizeLinear,67200.0,4.9999999999999996e-06,0.0168,/model.23/Add_1_output_0_DequantizeLinear,0.0168
/model.23/Add_1_output_0_DequantizeLinear,67200.0,4.9999999999999996e-06,0.0672,/model.23/Add_2,0.0672,/model.23/Sub_1,0.0672
/model.23/Add_2,33600.0,0,0.0672,/model.23/Add_2_output_0_QuantizeLinear,0.0672
/model.23/Sub_1,33600.0,0,0.0672,/model.23/Concat_5,0.0672
/model.23/Concat_5,0.0,0,0.1344,/model.23/Concat_5_output_0_QuantizeLinear,0.1344
/model.23/Concat_5_output_0_QuantizeLinear,134400.0,4.9999999999999996e-06,0.0336,/model.23/Concat_5_output_0_DequantizeLinear,0.0336
/model.23/Concat_5_output_0_DequantizeLinear,134400.0,4.9999999999999996e-06,0.1344,/model.23/Mul_2,0.1344
/model.23/Mul_2,67200.0,0.008405,0.1344,/model.23/Mul_2_output_0_QuantizeLinear,0.1344
/model.23/Mul_2_output_0_QuantizeLinear,134400.0,4.9999999999999996e-06,0.0336,/model.23/Mul_2_output_0_DequantizeLinear,0.0336
/model.23/Mul_2_output_0_DequantizeLinear,134400.0,4.9999999999999996e-06,0.1344,/model.23/Concat_6,0.1344
