,/model.1/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.5/conv/Conv,Error
524,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1521512981504202
525,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.07519832067191601
526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.021484180027619003
527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05628402815200388
528,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.07428110847249628
529,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0720260594971478
530,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.023333548987284302
531,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0729318686760962
532,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.032790484465658666
533,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1531875804066658
534,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15464345244690775
535,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15388587433844805
536,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1574276966974139
537,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1555166807025671
538,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15529469586908817
539,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1531872034072876
540,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15103936158120632
541,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.15282370261847972
542,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01807756768539548
543,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1512616910971701
544,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.06472171102650463
545,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.026656993036158382
546,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15168642336502672
547,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1524509278126061
548,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1568890478461981
549,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.06710223481059074
550,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07759845014661551
551,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15639873091131448
552,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.07643964197486638
553,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0595374486874789
554,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1529678105376661
555,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1495855614542961
556,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.07552243024110794
557,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.07136792168021203
558,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.014562237437348812
559,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06218646368943155
560,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1558821925893426
561,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.153671111818403
562,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.035067340405657885
563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.05611372669227421
564,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15533756259828807
565,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1550666555762291
566,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062042499100789426
567,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.15734654124826192
568,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15243253903463483
569,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.06586091443896294
570,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14839425859972835
571,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.033632566966116426
572,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.14996092785149812
573,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013954686268698424
574,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14825715627521277
575,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07570812301710247
576,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1519219994544983
577,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1550177527591586
578,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.06671582804992796
579,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15436378680169582
580,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.011879355006385595
581,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.02243187589338049
582,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1539562465623021
583,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03780890419147909
584,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02032351605594158
585,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.15506226988509297
586,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.03183985142968595
587,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1575979705899954
588,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1526104774326086
589,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.06695968639105558
590,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06140690529718995
591,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.024054616643115877
592,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1565476804971695
593,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.03126472616568208
594,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.1543613214045763
595,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.022440455330070108
596,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0729248384013772
597,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0734811557456851
598,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.030072579020634295
599,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.07286166744306684
600,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.15079825911670924
601,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.035524258436635134
602,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15686079673469067
603,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.07056219400838018
604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06287524630315602
605,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.03077064114622772
606,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.026832140213809908
607,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0643347954377532
608,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15522922351956367
609,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15191826578229667
610,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.06606206032447517
611,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1537239721044898
612,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1523799791932106
613,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15471268352121115
614,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06286609158851206
615,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0670826896559447
616,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.15633476693183185
617,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15295418109744788
618,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010601424926426262
619,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15562572404742242
620,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0637784774415195
621,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.02104890123009682
622,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07294282880611717
623,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15457883309572934
624,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.031803013663738965
625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15083788111805915
626,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1508941006846726
627,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02971016555093229
628,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03516623578034341
629,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.027677309280261398
630,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.040449756663292646
631,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15019417023286225
632,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.06976202093064784
633,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1537903558462858
634,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.06936484305188059
635,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.07001636391505599
636,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.023688657954335213
637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14786931490525604
638,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14945094315335156
639,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.06481598038226366
640,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.15758457388728858
641,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02991625079885125
642,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.15336504271253942
643,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1584331713616848
644,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0296302642673254
645,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.027846275083720683
646,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.029621684830635785
647,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15346663631498814
648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15906916745007038
649,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0784388736821711
650,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.148796958476305
651,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1532762883231044
652,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06416372791863978
653,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07337147016078234
654,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.03178319782018661
655,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020018326898571102
656,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.15616575945168734
657,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.035342176677659154
658,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.15280522648245096
659,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15214486131444574
660,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.023462366592139006
661,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.026336600258946418
662,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.026665572472848
663,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07118222890421748
664,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06514646182768047
665,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.033362481463700536
666,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.15331768188625575
667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.07460615886375307
668,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.026545512094162404
669,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15473768264055252
670,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.06481989710591733
671,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.07194210579618812
672,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1530717084184289
673,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.06554363970644772
674,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06570277982391418
675,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07894867500290274
676,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06188335898332298
677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018002149229869247
678,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1549596019089222
679,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.05815754127688706
680,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0665263723116368
681,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.15471066106110812
682,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.15359815200790763
683,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15448019169270993
684,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.07676469143480062
685,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15103404223918915
686,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.030933324620127677
687,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03658119165338576
688,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1570803115144372
689,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.037632963294163345
690,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017720080574508756
691,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1521432178094983
692,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15098140835762025
693,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15690119210630654
694,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.15225233184173703
695,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.030913508776575328
696,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.02552519547753036
697,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03206846406683326
698,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.07104332558810711
699,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1545380880124867
700,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.032492792885750535
701,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.15591456443071366
702,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07351845605298876
703,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1524001033976674
704,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1564903747290373
705,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15318592330440878
706,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.15240103602409363
707,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1560803595930338
708,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06380076566711068
709,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07851566188037395
710,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1524465532042086
711,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.039216882828623054
712,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.031441021244972944
713,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15158175611868502
714,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15706705804914237
715,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.15273068770766257
716,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1535954587161541
717,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15374736171215772
718,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1528846537694335
719,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.025015354482457043
720,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14670707229524851
721,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01928601850522682
722,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.14921663086861373
723,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.15727579426020383
724,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15459166336804628
725,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.14860046487301587
726,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.15131826465949416
727,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15349199501797556
728,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.032864499883726236
729,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1556181225925684
730,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15461201667785646
731,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.035944921290501954
732,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.03729542205110192
733,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.03069947469048202
734,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.15509874504059554
735,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15298955170437695
736,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1545404402539134
737,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06462435740977526
738,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.15616151988506316
739,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1491322038695216
740,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.15147489067167044
741,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.02915637530386448
742,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0719190077856183
743,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1509333503432572
744,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15392219917848707
745,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.018861486855894328
746,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.017057251441292463
747,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1540087206289172
748,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15597383473068477
749,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07227713568136096
750,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.02358083170838654
751,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.025513336062431335
752,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1544994033873081
753,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15587534438818693
754,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.06699606524780392
755,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06751600550487638
756,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.07719755237922073
757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.02469194047152996
758,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15623226687312125
759,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15152678471058606
760,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.06870636050589382
761,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15625697979703546
762,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15747716380283236
763,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07686693063005805
764,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.15186006566509605
765,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.14947231160476804
766,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.06571470610797406
767,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.022137331147678196
768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0180033142445609
769,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.038502651872113346
770,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15314692994579673
771,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.153415896743536
772,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.07119170618243516
773,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.06692087883129716
774,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14765507178381085
775,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15121101615950466
776,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.07461279006674885
777,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.15443325713276862
778,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06425772490911186
779,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.01456476072780788
780,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03065350647084415
781,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15737733338028193
782,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.15732728373259305
783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.021367291687056422
784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.15889252722263336
785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1589984204620123
786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15050612576305866
787,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.15030455635860562
788,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.025417183409444988
789,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.025450633279979228
790,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.07154492791742087
791,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.025788473384454846
792,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06614112183451652
793,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15323334243148565
